Rank,AdvRollNo,InsCode,BranchCode
1460,7048119,115,4125
1461,1018526,108,4125
1463,5017021,106,4102
1465,6012156,114,4114
1466,6077198,119,4111
1468,3019162,109,4201
1470,4026014,116,4109
1471,7045197,102,4128
1472,7030452,109,4204
1473,4031105,106,4102
1477,2052130,108,4125
1482,4020145,116,4109
1484,7006467,113,5303
1485,2059112,117,4194
1486,4060388,106,5243
1490,6104007,106,4125
1491,5010042,116,5213
1492,1061065,101,4125
1496,7013234,117,4194
1497,2077125,106,5247
1498,6040144,115,4125
1501,2034251,115,4125
1504,1089250,110,4101
1508,2071265,108,4125
1511,4045225,109,4201
1512,6030122,114,5305
1514,2069424,117,4194
1516,2041458,116,4109
1517,6108185,116,4109
1519,6030350,123,4111
1520,1008094,122,4111
1521,4006384,103,4125
1528,7014298,105,4109
1529,2042304,116,4109
1531,2076102,112,4125
1534,3044127,106,5247
1537,6030320,118,4178
1539,6088304,114,4107
1546,4027222,113,5302
1547,2044465,108,4107
1552,2044063,122,4111
1554,2059236,116,4126
1559,3028043,110,4117
1560,7022271,106,5208
1561,3020187,113,5303
1562,2027013,106,4102
1565,1110009,106,5251
1567,4004397,117,4194
1568,4039048,109,4204
1570,6021104,106,5251
1571,7030062,105,4109
1572,4066239,116,5213
1575,5017201,115,4125
1578,4029071,111,4107
1584,1055278,106,5203
1585,2042159,113,5302
1586,1027267,116,4126
1587,7006057,113,5302
1590,6035177,111,4109
1592,2043039,110,5207
1593,2048026,116,5267
1596,4055150,111,4107
1602,6041400,103,4125
1605,6030217,114,4107
1608,2054021,110,4107
1609,2067064,102,4109
1610,5004139,105,4109
1611,3017029,116,4126
1612,4044126,109,4205
1613,1031234,113,4125
1617,6032128,118,4111
1618,7042085,105,4128
1620,3038229,116,4126
1621,4061272,116,4126
1623,3040027,105,4109
1625,2054048,108,4107
1627,3011209,112,4125
1628,2054236,102,4109
1631,2048021,123,4111
1632,5008086,118,4181
1633,2017087,113,4125
1634,1004113,104,4109
1635,4050211,109,4205
1639,4021287,103,4125
1641,4014090,109,4202
1642,1053103,106,4210
1643,2061031,105,4128
1649,6088355,112,4125
1656,4019277,116,4126
1658,4016306,106,4204
1660,6013159,123,4111
